facility_key,facility_name,source_facility_id,care_category,program_type,county,address,city,state,zip,phone,fax,capacity,licensee,administrator,facility_status,license_first_date,closed_date,regional_office,source_file_date,is_active,latitude,longitude,distance_miles_from_center,source_id,source_name,source_url,source_owner
"ca-cdss-rcfe:415600833","1ST PACIFIC COAST HOMES II","415600833","assisted_living","RESIDENTIAL CARE ELDERLY","SAN MATEO","2585 ARDEE LANE","SOUTH SAN FRANCISCO","CA","94080","(650) 873-8635","","6","DEBORAH M. DAHLEN","DEBORAH M. DAHLEN","LICENSED","4/8/2011","","14","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:435294219","2 ALL ABOUT SENIORS","435294219","assisted_living","RESIDENTIAL CARE ELDERLY","SANTA CLARA","1474 POMPEY DRIVE","SAN JOSE","CA","95128","(408) 483-2433","","6","HALL, PATRICK & DEBRA","KENDALL HALL","LICENSED","11/21/2006","","26","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:197610772","2044 W AVENUE H6","197610772","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","2044 W AVENUE H6","LANCASTER","CA","93536","(661) 729-5324","","6","2044 WEST CARE MANOR LLC","ANTONA, MARIAN","PENDING","","","31","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:157206652","24/7 RESIDENTIAL CARE HOME","157206652","assisted_living","RESIDENTIAL CARE ELDERLY","KERN","612 JUMBUCK LANE","BAKERSFIELD","CA","93307","(661) 398-9394","","6","ALBANDIA, MYRNA","MYRNA ALBANDIA","CLOSED","6/26/2013","6/10/2022","24","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:365530061","247 HOMES","365530061","assisted_living","RESIDENTIAL CARE ELDERLY","SAN BERNARDINO","967 W. 13TH STREET","UPLAND","CA","91786","(909) 260-7653","","6","247 HOMES INC.","ASH, MARIA","CLOSED","2/22/2023","5/22/2023","56","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:565850198","254 EAST SIDLEE LLC","565850198","assisted_living","RESIDENTIAL CARE ELDERLY","VENTURA","254 EAST SIDLEE STREET","THOUSAND OAKS","CA","91360","(905) 807-0663","","6","254 EAST SIDLEE LLC","SARREAL, JOVY","LICENSED","10/4/2021","","29","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:565850188","2592 CIRO LLC","565850188","assisted_living","RESIDENTIAL CARE ELDERLY","VENTURA","2592 CIRO AVE","THOUSAND OAKS","CA","91360","(805) 493-1968","","6","2592 CIRO LLC","SARREAL, JOVY","LICENSED","10/4/2021","","29","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:157209498","3 ANGELS CARE LLC, THE","157209498","assisted_living","RESIDENTIAL CARE ELDERLY","KERN","13005 BIRKENFELD AVENUE","BAKERSFIELD","CA","93314","(661) 319-6662","","6","3 ANGELS CARE LLC, THE","TUSAW, MYAT","LICENSED","10/14/2024","","24","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:374603018","3 SISTERS HACIENDA, LLC","374603018","assisted_living","RESIDENTIAL CARE ELDERLY","SAN DIEGO","1911 BEAR VALLEY OAKS","ESCONDIDO","CA","92025","(760) 294-7996","","6","3 SISTERS HACIENDA, LLC","AMUNDSON, TAMARA","CLOSED","7/20/2010","8/24/2021","18","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:374604911","3455-88888","374604911","assisted_living","RESIDENTIAL CARE ELDERLY","SAN DIEGO","2152 VALLEY VIEW","EL CAJON","CA","92019","(619) 447-2868","","6","BAILEY, EVA MARIE","BAILEY, EVA MARIE","PENDING","","","8","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:306005655","3JEAN'S HOME CARE","306005655","assisted_living","RESIDENTIAL CARE ELDERLY","ORANGE","8552 BARR LANE","GARDEN GROVE","CA","92840","(714) 534-3388","","6","CHARM RESIDENTIAL CARE INC.","ALVARADO, MARY JEAN","CLOSED","1/15/2020","7/25/2022","22","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:306000638","3K HOME CARE","306000638","assisted_living","RESIDENTIAL CARE ELDERLY","ORANGE","700 S. PLYMOUTH PLACE","ANAHEIM","CA","92806","(714) 774-8653","","6","MANIMBO, MARIA NELLY G.","MARIA N.G. MANIMBO","LICENSED","10/2/1997","","22","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:197610819","4 ACES ELDERLY CARE","197610819","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","3920 COBBLE COURT","PALMDALE","CA","93551","(661) 350-2232","","6","4 ACES ELDERLY CARE INC","REYES, MARICEL","PENDING","","","31","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:197610201","4 ALL SENIORS CARE HOME","197610201","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","744 VANDALWAY","PALMDALE","CA","93551","(661) 400-4948","","6","4 ALL SENIORS CARE HOME","SAMANIEGO, JOHN ROEL","LICENSED","11/9/2021","","31","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:197607735","4219 W. 162ND STREET HOME","197607735","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","4219 W. 162ND STREET","LAWNDALE","CA","90260","(424) 247-8936","","3","G & C ADULT RESIDENTIAL FACILITY INC.","MELANIE M ESTEPA","LICENSED","5/4/2009","","11","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:565850187","451 COLUMBIA LLC","565850187","assisted_living","RESIDENTIAL CARE ELDERLY","VENTURA","451 COLUMBIA ROAD","THOUSAND OAKS","CA","91360","(805) 807-0663","","6","451 COLUMBIA LLC","SHERMAN, GILLIANA","LICENSED","9/30/2021","","29","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:198320601","4711 LONG BEACH BLVD CARE FACILITY LLC","198320601","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","4711 LONG BEACH BLVD","LONG BEACH","CA","90805","(562) 556-5884","","6","4711 LONG BEACH BLVD CARE FACILITY LLC","MEJIA, XUXAN","PENDING","","","11","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:198603793","4EVER FAITHFUL HOME","198603793","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","183 N FORESTDALE AVE.","COVINA","CA","91723","(626) 872-0099","","6","MDC RCFE INC","DUONG, MY MY","CLOSED","","12/30/2024","28","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:336427431","4J'S ELDERLY CARE INC","336427431","assisted_living","RESIDENTIAL CARE ELDERLY","RIVERSIDE","69272 TACOMA CT","CATHEDRAL CITY","CA","92234","(760) 656-1715","","6","4J'S ELDERLY CARE INC","GATUS, JONIE","LICENSED","11/18/2016","","18","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:286804062","4K SENIOR HOME, LLC","286804062","assisted_living","RESIDENTIAL CARE ELDERLY","NAPA","4147 MAHER STREET","NAPA","CA","94558","(707) 226-1293","","6","4K SENIOR HOME, LLC","HERNANDEZ, MARIA SOCORRO","LICENSED","6/16/2022","","21","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:361880978","4MP'S RESIDENTIAL CARE FOR THE ELDERLY","361880978","assisted_living","RESIDENTIAL CARE ELDERLY","SAN BERNARDINO","1155 N. GLENWOOD AVE.","RIALTO","CA","92376","(909) 258-2085","","6","PANALIGAN, H. MARILOU","PANALIGAN, MARILOU","CLOSED","9/8/2020","9/19/2024","56","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:197609882","4TH GENERATION SENIOR LIVING INC.","197609882","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","23259 VICTORY BLVD","WEST HILLS","CA","91307","(747) 226-0923","","6","4TH GENERATION SENIOR LIVING INC.","MANAHAN, JASMIN","LICENSED","10/11/2019","","31","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:107209366","5 STAR RETIREMENT GROUP CORP","107209366","assisted_living","RESIDENTIAL CARE ELDERLY","FRESNO","1577 E. QUINCY AVENUE","FRESNO","CA","93720","(818) 261-4887","","6","5 STAR RETIREMENT GROUP CORP","OGANYAN, HASMIK","LICENSED","2/6/2024","","24","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:107209510","5 STAR RETIREMENT GROUP CORP","107209510","assisted_living","RESIDENTIAL CARE ELDERLY","FRESNO","9282 N VALLEY GREEN DRIVE","FRESNO","CA","93720","(818) 261-4887","","6","5 STAR RETIREMENT GROUP CORP","GEZALYAN, GRETA","LICENSED","2/20/2025","","24","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:107209511","5 STAR RETIREMENT GROUP CORP","107209511","assisted_living","RESIDENTIAL CARE ELDERLY","FRESNO","1651 E JORDAN AVE","FRESNO","CA","93720","(818) 261-4887","","6","5 STAR RETIREMENT GROUP CORP","GEZALYAN, GRETA","LICENSED","2/20/2025","","24","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:195850563","7 HEAVEN","195850563","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","6215 BLUEBELL AVENUE","NORTH HOLLYWOOD","CA","91606","(818) 732-7378","","6","7 HEAVEN INC","NSHANIAN, HERMINE","PENDING","","","29","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:197609759","7 HILLS SENIOR LIVING","197609759","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","7112 OWENS ST","TUJUNGA","CA","91042","(818) 438-8613","","6","7 HILLS SENIOR LIVING INC","SIMITYAN, ARMENUI","LICENSED","7/23/2019","","31","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:342700782","7121 MAIN, LLC","342700782","assisted_living","RESIDENTIAL CARE ELDERLY","SACRAMENTO","7121 MAIN AVE","ORANGEVALE","CA","95662","(707) 592-4004","","6","7121 MAIN, LLC","COLEMAN, ROBERT","LICENSED","10/12/2020","","59","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:565850195","9 WEST SIDLEE LLC","565850195","assisted_living","RESIDENTIAL CARE ELDERLY","VENTURA","9 WEST SIDLEE ST","THOUSAND OAKS","CA","91360","(818) 300-1404","","6","9 WEST SIDLEE LLC","SHERMAN, GILLIANA","LICENSED","10/1/2021","","29","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:385600167","9TH AVENUE COMMUNITY CARE HOME","385600167","assisted_living","RESIDENTIAL CARE ELDERLY","SAN FRANCISCO","1730 - 9TH AVENUE","SAN FRANCISCO","CA","94122","(415) 759-5825","","6","COMMUNITY WORKS FOR CREATIVE LIVING","DIMAYUGA, A & VALENCIANO,","LICENSED","3/1/2003","","14","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:15600563","A - R RESIDENTIAL CARE HOME FOR ELDERLY #2","15600563","assisted_living","RESIDENTIAL CARE ELDERLY","ALAMEDA","32322 JEAN DRIVE","UNION CITY","CA","94587","(510) 324-4478","","6","BAUTISTA, ROMULO S.","BAUTISTA, ROMULO S.","LICENSED","9/17/2001","","15","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:197610371","A & A ASSISTED LIVING HOMES","197610371","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","9857 LA TUNA CANYON ROAD","SUN VALLEY","CA","91352","(818) 726-0019","","6","A & A ASSISTED LIVING HOMES INC","DAVTYAN, ARMENUHI","LICENSED","3/28/2023","","31","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:157206706","A & A BAKERSFIELD CARE HOME","157206706","assisted_living","RESIDENTIAL CARE ELDERLY","KERN","12203 EL CAPITAN AVE.","BAKERSFIELD","CA","93312","(661) 374-6633","","6","AKAM MEDICAL, LLC","OBCEMEA, ROSALIE","LICENSED","9/12/2014","","24","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:361880912","A & A CARE AND WELLNESS","361880912","assisted_living","RESIDENTIAL CARE ELDERLY","SAN BERNARDINO","16055 SEQUOIA STREET","HESPERIA","CA","92345","(818) 588-2894","","6","A & A CARE AND WELLNESS INC","AKOPYAN, HELEN","LICENSED","5/11/2020","","56","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:75600206","A & A CARE HOME I","75600206","assisted_living","RESIDENTIAL CARE ELDERLY","CONTRA COSTA","521 FENWAY DRIVE","WALNUT CREEK","CA","94598","(925) 210-0808","","6","A & W BUSINESS VENTURES, INC.","BORJA, AMY","LICENSED","10/3/1997","","15","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:75600309","A & A CARE HOME III","75600309","assisted_living","RESIDENTIAL CARE ELDERLY","CONTRA COSTA","201 WIGET LANE","WALNUT CREEK","CA","94598","(925) 906-0808","","6","A&W BUSINESS VENTURES, INC. DBA A&A CARE HOME III","AMY BORJA","CLOSED","3/9/1999","9/14/2021","15","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:365530109","A & A COMFORT CARE LLC","365530109","assisted_living","RESIDENTIAL CARE ELDERLY","SAN BERNARDINO","17455 MADRONE ST.","FONTANA","CA","92337","(951) 332-1095","","6","A & A COMFORT CARE LLC","HAZAMEH, AHMAD","LICENSED","9/15/2023","","56","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:336427416","A & A FAMILY CARE FOR THE ELDERLY","336427416","assisted_living","RESIDENTIAL CARE ELDERLY","RIVERSIDE","29275 WRANGLER DRIVE","MURRIETA","CA","92563","(951) 239-1291","","6","ARON MICHIO ODA","ODA, MICHIO ARON","LICENSED","9/20/2016","","18","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:306005541","A & A HOMECARE","306005541","assisted_living","RESIDENTIAL CARE ELDERLY","ORANGE","3173 WEST POLK AVE","ANAHEIM","CA","92801","(714) 886-2280","","6","RGNL","ADRIANO, MALINA","CLOSED","10/4/2018","12/4/2020","22","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:347004083","A & C CARE HOME","347004083","assisted_living","RESIDENTIAL CARE ELDERLY","SACRAMENTO","2949 GARFIELD AVE","CARMICHAEL","CA","95608","(916) 488-8114","","6","SOREN'S CORPORATION DBA A & C CARE HOME","SUAYBAGUIO, CECILIA","LICENSED","1/29/2009","","59","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:347005161","A & C CARE HOME #2","347005161","assisted_living","RESIDENTIAL CARE ELDERLY","SACRAMENTO","3601 GARFIELD AVE.","CARMICHAEL","CA","95608","(916) 993-8755","","6","HALEY CORPORATION, DBA A & C CARE HOME","SUAYBAGUIO, CECILIA","LICENSED","8/5/2013","","59","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
